,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,brand,brand:wikidata,brand:wikipedia,cuisine,drive_through,name,outdoor_seating,takeaway,wheelchair,latitude,longitude,id,created_by,FIXME,phone,website,addr:country,start_date,toilets:wheelchair,contact:email,contact:fax,contact:phone,contact:website,opening_hours,operator,addr:state,fixme,internet_access,capacity,email,alt_name,shop,description,wpt_symbol,source,addr:suburb,contact:mobile,delivery,smoking,official_name,payment:credit_cards,food,internet_access:fee,internet_access:ssid,contact:facebook,contact:twitter,diet:vegetarian,name:en,entrance,int_name,wifi,address:number,url,addr:housename,brand:website,ele,note,brewery,old_name,name:pt,phone_1,diet:vegan,self_service,air_conditioning,reservation,access,drinking_water,fee,toilets:disposal,toilets:position,opening_hours:covid19,atm,contact:instagram,short_name,name:ja,wheelchair:description,survey:date,wikidata,drive_in,organic,level,min_age,building,contact:soundcloud,contact:youtube,height,addr,tourism,name:nl,amenity_1,mapillary,name:ko,name:fr,diet:gluten_free,addr:full,is_in,source:date,payment:cheque,contact:whatsapp,addr:unit,fax,payment:debit_cards,location,wikipedia,addr:district,name:zh,drink:beer,payment:cash,payment:maestro,payment:mastercard,payment:visa,payment:visa_debit,payment:visa_electron,diet:raw,operator:wikidata,payment:cards,payment:coins,lgbtq,store,name:es,ref,microbrewery,sport,delivery:covid19,bar,diet:meat,drink:wine,covered,name:ru,diet:lactose_free,departures_board,shelter,addr:province
1979,,,,,restaurant,,,,,,Limonn,,,,-23.5850315,-46.6788411,4911285421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,São Paulo,2197,01301-100,Rua da Consolação,pub,,,,,,,,,,-23.5541799,-46.6608217,4912963728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,São Paulo,2195,01301-100,Rua da Consolação,pub,,,,,,,,,,-23.5541624,-46.6608004,4912963729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,São Paulo,968 A,01415-002,Rua Bela Cintra,restaurant,,,,,,Restajurante Jabuticaba,,,,-23.5555251,-46.6610675,4912963767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,restaurant,,,,,,,,,,-23.7036935,-46.5519244,4915513295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,São Paulo,37,01043-010,Rua Gabus Mendes,restaurant,,,,burger,,Califórnia Burguer,yes,yes,,-23.5449120,-46.6426944,4915679021,,,+55 (11) 3259-2677,https://www.hamburgueriacalifornia.com/,,,,,,,,Mo-Sa 09:00-00:00,,,,,50,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,Rua Joaquim Floriano,cafe,,,,,,,,,,-23.5838026,-46.6719879,4916234222,,,,,,,,,,,,Mo-Su 05:30-00:00,,,,,,,,,,,,,,,,,,,,,,,,Cafe Floriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,São Paulo,90,03166-030,Praça Ciro Pontes,fast_food,,,,,,Black Dog,,,,-23.5526775,-46.5991116,4917091251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,São Paulo,2862,03162-030,Rua Bresser,bar,,,,,,Galpão Mooca,,,,-23.5530398,-46.5987890,4917091269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,São Paulo,2809,03162-030,Rua Bresser,fast_food,,,,,,,,,,-23.5525805,-46.5989777,4917181077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,São Paulo,410,03166-000,Rua Taquari,fast_food,,,,,,Lanchonete News Kings Universitário,,,,-23.5523098,-46.5987283,4917181100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,São Paulo,,01045-000,Praça da República,restaurant,,,,french;international,,Esther Rooftop,no,,,-23.5446214,-46.6426234,4918369714,,,(11) 3256-1009,,,,,,,,,,,,,,,,,,,,,,,,isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,186,,Rua Antônio Ramos Rosa,restaurant,,,,pizza,,Pizzaria Piazza,,,,-23.6613663,-46.7495516,4919607221,,,+55 11 5513-9250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizzaria Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,São Paulo,269,,Rua Rui Barbosa,bar,,,,,,Al Janiah,,,,-23.5574738,-46.6452074,4919837924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Janiah,,,,,,,,,,,,Al Janiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,São Paulo,630,03166-000,Rua Taquari,fast_food,,,,,,Flor da Taquari,yes,,,-23.5508783,-46.5972027,4920670356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,São Paulo,652,03166-000,Rua Taquari,fast_food,,,,,,Chic da Mooca,yes,,,-23.5507349,-46.5970655,4920670379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,São Paulo,456,,Avenida Conselheiro Rodrigues Alves,cafe,,,,coffee_shop,,Original American Cofee Cake,yes,,,-23.5839440,-46.6424793,4922734421,,,,,,,,,,,,Mo-Sa 08:00-20:00; Su 09:00-19:00,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,restaurant,,,,,,,,,,-23.5810592,-46.6768856,4930582821,,,1123671043,http://www.butchersmarket.com.br,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,Butcher's Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,São Paulo,2913,03165-001,Rua da Mooca,pub,,,,,,Parada 66,,,,-23.5557244,-46.5968224,4931211642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,São Bernardo do Campo,,,Avenida Alvaro Guimarães,fast_food,,,,,no,Flor de Sal,,,,-23.7188407,-46.5616646,4934810923,,,,,,,,,,,,,,,,,,,,,,,,Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,restaurant,,,,,,,,,,-23.5406338,-46.6396510,4935956021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,restaurant,,,,,,,,,,-23.5414974,-46.6404884,4936236021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,São Paulo,74,01414-000,Rua Haddock Lobo,bar,,,,,,Tubaína Bar,,,,-23.5545343,-46.6581474,4936262649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tubaína Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,fast_food,McDonald's,Q38076,en:McDonald's,burger,,McDonald's,,yes,,-23.5427516,-46.6404670,4936395923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,マクドナルド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,restaurant,,,,,,,,,,-23.5420384,-46.6411803,4936395924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,São Paulo,277,01332-030,Rua Carlos Comenale,restaurant,,,,french,,,,,,-23.5603694,-46.6563246,4939136891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,São Paulo,243,01332-030,Rua Carlos Comenale,restaurant,,,,,,SP Bar e Restaurante,,,,-23.5604320,-46.6562556,4939136895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,São Paulo,700A,01409-000,Rua Peixoto Gomide,restaurant,,,,,,Kilolove Grill,,,,-23.5599549,-46.6562576,4940530190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,São Paulo,684,01405-001,Rua Pamplona,restaurant,,,,arab,,Arabek,,,,-23.5641087,-46.6542630,4940650355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,São Paulo,1278,01418-100,Alameda Santos,fast_food,,,,,,Bom Braz,,,,-23.5645265,-46.6547219,4940939083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,São Paulo,1290,01418-100,Alameda Santos,cafe,,,,,,Casa do Pão de Queijo,,,,-23.5644487,-46.6548149,4940939085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,São Paulo,1480,01418-100,Alameda Santos,fast_food,,,,,,,,,,-23.5633374,-46.6560885,4940939099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,São Paulo,1482,01418-100,Alameda Santos,restaurant,,,,,,Gardens Restaurante,,,,-23.5633146,-46.6561158,4940939100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,São Paulo,1486,01418-100,Alameda Santos,restaurant,,,,,,Le Monde,,,,-23.5632900,-46.6561453,4940939101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,São Paulo,1490,01418-100,Alameda Santos,cafe,,,,,,Menta Café,,,,-23.5632736,-46.6561650,4940939102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,São Paulo,1510A,01418-102,Alameda Santos,fast_food,,,,,,,,,,-23.5630175,-46.6565173,4940939106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,São Paulo,1510B,01418-102,Alameda Santos,restaurant,,,,,,Booz Restaurante,,,,-23.5629512,-46.6565977,4940939107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,São Paulo,1471,01311-200,Avenida Paulista,cafe,,,,,,BubbleKill,,,,-23.5624509,-46.6556124,4940939115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,fast_food,,,,,,News,,,,-23.5813574,-46.6511734,4941253083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,restaurant,,,,,,Original da Granja,,,,-23.5816130,-46.6521738,4941254220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,restaurant,,,,,,Otaviano,,,,-23.5816523,-46.6522543,4941255021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,62,04532-070,Rua Doutor João Clímaco Pereira,cafe,,,,burger;regional;international;ice_cream;cake;noodles;pasta;pancake;brazilian;arab;chicken;diner;fish_and_chips;oriental;fish;breakfast;sushi;savory_pancakes;moroccan;friture;fine_dining,,Café e restaurante,,,,-23.5898628,-46.6732474,4943034826,,,1130453440,http://www.cafetenerifferestaurante.com.br,,,,,,,,Mo-Fr 07:00-16:00,Nevenka e Hélio,,,wlan,,cafeteneriffe@gmail.com,,,,,,,,,,,,,,,,,,Cofee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,São Paulo,107,01012-010,Rua da Quitanda,restaurant,,,,,,Alcachofra,,,,-23.5477587,-46.6352890,4944684621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,Alcachofra,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,São Paulo,114,01012-010,Rua da Quitanda,fast_food,,,,,,Casa da Coxinha Vegana,,only,,-23.5476628,-46.6353636,4944684721,,,,,,,,,,,https://casadacoxinhavegana.com.br/,Mo-Fr 10:00-18:00,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Casa da Coxinha Vegana,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,São Paulo,1401,01307-003,Rua Frei Caneca,restaurant,,,,,,,,,,-23.5586849,-46.6584297,4945020998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,São Paulo,1395,01307-003,Rua Frei Caneca,restaurant,,,,,,Espetão Grill,,,,-23.5586446,-46.6583993,4945020999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,restaurant,,,,pizza,,Pizzaria Copan,,,,-23.5467618,-46.6449309,4945030022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizzaria Copan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,São Paulo,445,01333-001,Rua São Carlos do Pinhal,restaurant,,,,regional,,Casinha Mineira,,,,-23.5638214,-46.6516347,4945044209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,São Paulo,234,01404-000,Alameda Campinas,restaurant,,,,,,Kare House,,,,-23.5640446,-46.6515502,4945044212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,São Paulo,242,01404-000,Alameda Campinas,restaurant,,,,,,Restaurante Recanto 2,,,,-23.5640915,-46.6515650,4945044213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,São Paulo,244,01404-000,Alameda Campinas,restaurant,,,,,,Vita Natural,,,,-23.5641188,-46.6515912,4945044214,,,,,,,,,,,,11:30-15:30,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/vitanatural.vegano/,,,,,,,,,,,,,,,,,only,yes,,,,,,,,,,https://www.instagram.com/vitanatural.vegano/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,São Paulo,250,01404-000,Alameda Campinas,restaurant,,,,,,Restaurante Vila Campinas,,,,-23.5641483,-46.6516194,4945044215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,São Paulo,1001,01311-100,Avenida Paulista,fast_food,,,,,,Puppy,,,,-23.5653512,-46.6521900,4945785811,,,+55 11 3288-7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,São Paulo,610,01403-000,Alameda Joaquim Eugênio de Lima,restaurant,Hooters,Q1025921,en:Hooters,burger,,Hooters,,,,-23.5667243,-46.6516414,4945788534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,,,Rua Dom José de Barros,restaurant,,,,,,,,,,-23.5449427,-46.6412532,4946129621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frigideira Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,São Paulo,539,01403-001,Alameda Joaquim Eugênio de Lima,bar,,,,,,Eugenio Bar,,,,-23.5664582,-46.6510527,4947353938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,São Paulo,S/N,01403-001,Alameda Joaquim Eugênio de Lima,bar,,,,,,Prainha Paulista,,,,-23.5666085,-46.6511995,4947353944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,São Paulo,683,01311-100,Avenida Paulista,fast_food,,,,,,Baby Fruta,,,,-23.5672657,-46.6498716,4947353955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,São Paulo,675,01311-100,Avenida Paulista,fast_food,,,,,,Pastel da Maria,,,,-23.5673112,-46.6498183,4947353957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,São Paulo,667,01311-100,Avenida Paulista,fast_food,,,,,,Paulista,,,,-23.5673836,-46.6497336,4947353959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,São Paulo,659,01311-100,Avenida Paulista,fast_food,,,,,,Lanchonete Laranjinha,,,,-23.5674180,-46.6496934,4947353961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,São Paulo,2558,01228-200,Avenida Angélica,cafe,Fran's Café,Q62075645,,coffee_shop,,Fran's Café,,yes,,-23.5540664,-46.6628167,4949022236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Carapicuíba,,,Avenida Deputado Emílio Carlos,restaurant,,,,pizza;italian,,Ragazzo,,,,-23.5185475,-46.8378287,4953446231,,,,,,,,,,,,,,,,wlan,,,,,,,,Centro,,,,,,,,,,,,,,,,,,,,,,,,Ragazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,,,Avenida Deputado Emílio Carlos,fast_food,Habib's,Q2504930,en:Habib's,middle_eastern,,Habib's,,yes,,-23.5182351,-46.8381121,4953446529,,,,,,,,,,,,Mo-Su 19:00-00:45,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,São Paulo,1965,01301-100,Rua da Consolação,fast_food,,,,,,Art Pão,,,,-23.5529503,-46.6591029,4953811869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,,276,,Rua Carlos Weber,cafe,,,,,,Fran's Café,,,,-23.5241138,-46.7335156,4954993269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,349,,Rua Carlos Weber,restaurant,,,,pizza,,Pizza Prima,,,,-23.5245475,-46.7331815,4954993280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,São Paulo,484A,01418-000,Alameda Santos,restaurant,,,,,,Deck 484,,,,-23.5692097,-46.6490287,4956890676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,São Paulo,125,04001-080,Rua Manoel da Nóbrega,restaurant,,,,,,Restaurante Sensação,,,,-23.5689394,-46.6490888,4956890677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
